arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
36.00,60.00,12,100.00,0.00,100
32.00,18.90,512,45.00,55.00,100
40.00,56.30,64,100.00,0.00,100
38.00,60.00,18,100.00,0.00,100
34.00,60.00,18,100.00,0.00,100
22.00,60.00,12,100.00,0.00,99
40.00,60.00,24,100.00,0.00,100
26.00,12.40,4096,8.16,91.84,98
30.00,60.00,12,100.00,0.00,99
24.00,56.30,64,100.00,0.00,99
32.00,8.50,262144,6.38,93.62,47
30.00,8.50,262144,13.00,87.00,100
28.00,60.00,18,100.00,0.00,99
20.00,60.00,18,100.00,0.00,99
36.00,56.30,64,100.00,0.00,100
22.00,9.80,32768,9.18,90.82,98
24.00,12.40,4096,15.00,85.00,100
22.00,56.30,64,100.00,0.00,99
28.00,60.00,24,100.00,0.00,99
30.00,12.40,4096,5.00,95.00,100
30.00,60.00,18,100.00,0.00,99
20.00,9.80,32768,3.09,96.91,97
40.00,60.00,12,100.00,0.00,100
38.00,60.00,24,100.00,0.00,100
28.00,8.50,262144,7.00,93.00,100
26.00,8.50,262144,4.04,95.96,99
32.00,60.00,18,100.00,0.00,100
38.00,18.90,512,50.00,50.00,100
34.00,18.90,512,57.58,42.42,99
28.00,56.30,64,100.00,0.00,99
40.00,60.00,18,100.00,0.00,100
26.00,9.80,32768,5.26,94.74,95
34.00,60.00,24,100.00,0.00,100
30.00,60.00,24,100.00,0.00,100
32.00,60.00,24,100.00,0.00,99
38.00,56.30,64,100.00,0.00,100
26.00,18.90,512,33.33,66.67,99
30.00,9.80,32768,3.00,97.00,100
40.00,18.90,512,48.00,52.00,100
36.00,12.40,4096,8.00,92.00,100
26.00,56.30,64,100.00,0.00,99
26.00,60.00,24,100.00,0.00,99
38.00,8.50,262144,5.00,95.00,100
30.00,18.90,512,56.00,44.00,100
26.00,60.00,18,100.00,0.00,99
24.00,60.00,18,100.00,0.00,99
38.00,60.00,12,100.00,0.00,100
32.00,60.00,12,100.00,0.00,99
20.00,60.00,24,100.00,0.00,99
32.00,12.40,4096,6.12,93.88,98
32.00,56.30,64,100.00,0.00,100
34.00,56.30,64,100.00,0.00,100
20.00,8.50,262144,5.15,94.85,97
22.00,12.40,4096,6.06,93.94,99
20.00,60.00,12,100.00,0.00,98
28.00,9.80,32768,10.10,89.90,99
32.00,9.80,32768,7.00,93.00,100
38.00,12.40,4096,13.13,86.87,99
20.00,18.90,512,40.82,59.18,98
40.00,12.40,4096,11.00,89.00,100
20.00,56.30,64,100.00,0.00,98
38.00,9.80,32768,10.10,89.90,99
24.00,18.90,512,41.41,58.59,99
40.00,8.50,262144,3.00,97.00,100
28.00,18.90,512,53.54,46.46,99
24.00,8.50,262144,8.00,92.00,100
22.00,8.50,262144,6.00,94.00,100
34.00,9.80,32768,4.08,95.92,98
36.00,9.80,32768,5.68,94.32,88
36.00,60.00,18,100.00,0.00,100
22.00,60.00,18,100.00,0.00,99
34.00,60.00,12,100.00,0.00,100
40.00,9.80,32768,9.00,91.00,100
36.00,60.00,24,100.00,0.00,100
28.00,60.00,12,100.00,0.00,99
30.00,56.30,64,100.00,0.00,99
22.00,18.90,512,49.49,50.51,99
22.00,60.00,24,100.00,0.00,99
20.00,12.40,4096,7.14,92.86,98
34.00,8.50,262144,6.00,94.00,100
28.00,12.40,4096,4.04,95.96,99
36.00,18.90,512,40.00,60.00,100
24.00,60.00,12,100.00,0.00,99
26.00,60.00,12,100.00,0.00,99
24.00,60.00,24,100.00,0.00,99
36.00,8.50,262144,6.06,93.94,99
34.00,12.40,4096,6.00,94.00,100
24.00,9.80,32768,7.07,92.93,99
