arrival_rate,bp_parameter_L,bp_parameter_H,Setf,Fcfs,Sjf,Srpt,Bal,DYNAMIC_mode1_njobs100,DYNAMIC_mode5_njobs100,DYNAMIC_mode6_njobs100,DYNAMIC_mode4_njobs100,DYNAMIC_mode2_njobs100,DYNAMIC_mode3_njobs100,RR
34,16.772,64,333563.05501059315,75747.44498661325,126258.98237749265,129732.17743104446,129732.17743104446,76196.81647549325,75754.96135567623,75754.96135567623,75754.96135567623,75754.89628400267,75754.96135567623,128344.50280787253
34,7.918,512,548785.9677114567,299652.2428766386,223388.8776282293,239836.02922413472,239811.51205478024,239907.63082069732,239836.02922413472,239836.02922413472,239836.02922413472,239836.02922413472,239836.02922413472,297168.6765020836
34,5.649,4096,728120.7984517404,1222934.9608515573,419847.6932591151,406054.258640394,405988.5687762649,406054.258640394,406054.258640394,406054.258640394,406054.258640394,406054.258640394,406054.258640394,551105.8638002321
34,4.639,32768,1641728.8029668604,6469132.790005396,1552172.9525204336,837964.5557796583,837860.9438212286,839124.3868932662,837964.5557796583,837964.5557796583,837964.5557796583,837964.5557796583,837964.5557796583,1172652.2363275483
34,4.073,262144,1132931.506901013,9324580.137249023,4520094.536694891,864753.6747270867,864597.6285926304,868977.5005775467,864753.6747270867,864753.6747270867,864753.6747270867,864753.6747270867,864753.6747270867,1094996.1737928586
