arrival_rate,bp_parameter,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,DYNAMIC_L2_Norm,RFdynamic_L2_Norm,BAL_L2_Norm
26,"{'L': 32.3, 'H': 512}",41710667.660069615,25571871.01065667,46319503.597985744,36573077.04525023,43634102.77200386,25571871.01065667,36672434.463003054,28736622.22806153
26,"{'L': 19.7, 'H': 4096}",26025861.10601989,16384827.598764261,38261132.32931407,38403674.63480584,27353242.823080778,16384827.598764261,38971771.427798,17311775.518804677
26,"{'L': 15.3, 'H': 32768}",18112885.42070095,11526655.659825968,28082922.21646412,35023960.04580788,19196595.10662912,11526655.659825968,36489487.059819914,11899540.095652899
26,"{'L': 13.0, 'H': 262144}",13431443.114294011,8647363.890320852,27477780.536958437,39294933.018317856,14278335.849084584,8647363.890320852,16049148.568535684,8607115.781947691
