frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,173038.488713,70492.000000,0.000000
4,126950.745811,47045.000000,0.000000
8,171284.856657,77775.000000,0.000000
16,452986.203287,274090.000000,0.000000
32,302239.636431,154067.000000,0.000000
64,613912.065017,317492.000000,0.000000
128,172257.266491,117397.000000,0.000000
256,577514.579593,295963.000000,0.000000
512,254209.243079,142881.000000,0.000000
1024,472870.899334,281988.000000,0.000000
2048,495235.765656,276918.000000,0.000000
4096,276949.752863,116234.000000,0.000000
8192,499610.764095,198202.000000,0.000000
16384,426949.876692,120706.000000,0.000000
32768,1153520.104089,274867.000000,0.000000
65536,223013.524059,90151.000000,0.000000
