frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,144800.700672,79376.000000,4156.185270
4,508913.883221,130150.000000,4804.282256
8,1216136.959282,309507.000000,26.907248
16,1865209.628603,332961.000000,152.571295
32,1405899.675394,299425.000000,730.095884
64,1122248.578771,292280.000000,1772.399786
128,403784.382469,215982.000000,4267.649236
256,599084.088792,197076.000000,21567.382989
512,853104.785689,288645.000000,39390.595045
1024,1043196.853137,289283.000000,13651.666785
2048,782982.881900,279067.000000,98773.827166
4096,1396448.276687,247688.000000,125693.779182
8192,770558.823851,241015.000000,185371.334960
16384,1371949.729560,273767.000000,400342.342460
32768,1251935.400530,255955.000000,724539.906269
65536,1293854.893534,148361.000000,1188105.595358
