frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1223486.402562,231756.000000,136.550357
4,1172569.170023,298841.000000,37.013511
8,2253567.123839,309699.000000,18557.090693
16,1812326.388769,307227.000000,3103.736619
32,915173.421387,268030.000000,15406.781526
64,2202325.637361,301500.000000,2889.218406
128,1233004.425097,238358.000000,17476.070783
256,2518663.376979,301676.000000,122743.422382
512,1879951.581258,278204.000000,101313.254246
1024,2892324.187413,300131.000000,566316.183632
2048,1055675.281652,134196.000000,424023.161183
4096,2411417.710679,305071.000000,197605.405984
8192,1628210.969987,298174.000000,583698.327155
16384,3393960.003837,270846.000000,520480.965987
32768,2065520.429302,96254.000000,1909961.390515
65536,4307598.014649,242911.000000,3559972.532763
