frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,192191.330122,157310.000000,39.560081
4,447413.876745,231855.000000,127.192767
8,684818.843067,283727.000000,28.635642
16,165685.509650,80711.000000,138.520757
32,246192.127498,146900.000000,49.658836
64,912328.845866,319093.000000,268.124971
128,563584.538434,293929.000000,84963.583670
256,311315.560726,149500.000000,28946.978012
512,550429.310530,289620.000000,1148.053570
1024,304599.990307,190938.000000,2866.608275
2048,611230.281805,249875.000000,15188.364659
4096,1003135.640303,327325.000000,137243.738691
8192,584582.348613,267567.000000,127586.740204
16384,1052981.337911,315321.000000,83857.736972
32768,1081424.903774,254902.000000,377618.363045
65536,522726.347726,265946.000000,467689.677675
