frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,211643.726706,164293.000000,567.277710
4,178018.765828,104855.000000,57.349804
8,310928.319614,159971.000000,95.582425
16,167732.394552,119261.000000,27.531800
32,480783.255039,302098.000000,93.504011
64,317246.872970,197783.000000,462.055192
128,147968.115292,105319.000000,408.871618
256,523797.772020,342782.000000,3245.961645
512,633426.249548,322578.000000,4387.918071
1024,531840.790442,325818.000000,11229.553108
2048,209940.404451,149051.000000,5268.702022
4096,303844.543012,173263.000000,23984.849468
8192,551211.744266,235284.000000,91423.895514
16384,230298.062007,168582.000000,101601.460619
32768,126779.323898,67780.000000,25942.357661
65536,293818.742620,117663.000000,273478.399939
