frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1001237.168701,309271.000000,31.240999
4,310141.807485,79219.000000,51.990384
8,557131.636190,268091.000000,61.975802
16,524559.176608,257573.000000,36.619667
32,822808.425850,290470.000000,106.150836
64,946389.706183,306280.000000,152.554908
128,944632.140341,307514.000000,1237.794409
256,529039.207837,264274.000000,8194.251033
512,655893.970000,271583.000000,24967.759791
1024,834271.520750,276381.000000,2837.865747
2048,1080290.262275,236602.000000,337498.844115
4096,481826.958879,87389.000000,119965.051882
8192,672144.226437,244545.000000,148846.271693
16384,647187.458785,151106.000000,413201.370998
32768,2541541.815972,212706.000000,2496398.487220
65536,2312667.963724,254876.000000,1896779.936867
