frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,590780.654392,244545.000000,49.648766
4,374032.771169,175345.000000,144.222051
8,139311.977166,63620.000000,48.559242
16,178639.179096,52871.000000,1097.672538
32,324766.098166,155492.000000,1506.130472
64,259898.723142,180888.000000,252.996047
128,379266.180775,159011.000000,499.082158
256,885794.166132,338952.000000,2490.133129
512,554530.251864,264573.000000,815.759156
1024,127177.079425,49408.000000,1105.134833
2048,1054755.385633,343992.000000,335111.121870
4096,202518.453176,62484.000000,80499.738540
8192,369660.622020,150424.000000,170803.951236
16384,716991.259818,316069.000000,134698.844772
32768,1371074.995293,269982.000000,1272351.591302
65536,1253152.124475,247497.000000,1213499.001063
