frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,355787.070493,198669.000000,0.000000
4,158631.562228,106037.000000,0.000000
8,392634.661959,248861.000000,0.000000
16,144110.701233,87899.000000,0.000000
32,430764.418294,311623.000000,0.000000
64,117481.710581,71051.000000,0.000000
128,482788.375493,277793.000000,0.000000
256,259602.441735,183913.000000,0.000000
512,403091.003636,278423.000000,0.000000
1024,269799.699824,175643.000000,0.000000
2048,306158.744481,199594.000000,0.000000
4096,822804.341578,371739.000000,0.000000
8192,170437.132201,99277.000000,0.000000
16384,507721.909263,270054.000000,0.000000
32768,448478.996500,269822.000000,0.000000
65536,385375.735822,247923.000000,0.000000
