frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,823343.535426,296953.000000,0.000000
4,634978.065999,241191.000000,0.000000
8,803619.168393,280280.000000,0.000000
16,588488.789603,218534.000000,0.000000
32,976435.809072,304954.000000,0.000000
64,516613.815874,294550.000000,0.000000
128,694860.133807,300769.000000,0.000000
256,598982.008625,121688.000000,0.000000
512,249298.068747,107793.000000,0.000000
1024,660124.421209,134138.000000,0.000000
2048,1316489.802404,316863.000000,0.000000
4096,1799922.245125,319809.000000,0.000000
8192,895634.048848,273719.000000,0.000000
16384,298514.145772,66098.000000,0.000000
32768,816781.351516,152834.000000,0.000000
65536,623619.400903,248478.000000,0.000000
