frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1346516.287185,298216.000000,56258.000000
4,1303883.615815,302657.000000,44.328321
8,1062097.018438,223232.000000,83.773504
16,1101471.342540,296570.000000,117.843116
32,1887408.001293,301583.000000,86.798618
64,2001549.207297,294030.000000,215862.303576
128,2569902.822765,305279.000000,20904.337086
256,1494509.611299,255361.000000,13780.521434
512,2031127.269424,277490.000000,405462.085384
1024,2429246.610884,305392.000000,282757.092316
2048,3251632.844897,285144.000000,425358.240903
4096,1969710.382885,301228.000000,822678.935770
8192,4924924.286399,301363.000000,671318.901257
16384,1882208.566926,120776.000000,560508.521721
32768,8029926.800414,301333.000000,4770276.369688
65536,6482226.485033,249263.000000,6306938.543879
