frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,320989.616672,188154.000000,118.789730
4,89255.040093,64087.000000,91.695147
8,150724.162001,93420.000000,61.806149
16,290763.241724,169657.000000,97.221397
32,113163.718285,85171.000000,126.392247
64,87016.587367,44943.000000,34.307434
128,329055.024649,189907.000000,1918.197591
256,574583.063920,307540.000000,3976.117076
512,106572.795300,57570.000000,3711.895742
1024,434308.490436,230419.000000,33992.637056
2048,440865.097960,243889.000000,36826.742376
4096,592942.395806,257889.000000,77335.486596
8192,641492.159279,290036.000000,180616.003593
16384,319970.215379,191664.000000,259285.378182
32768,354694.853645,238659.000000,82693.442207
65536,913274.709985,197672.000000,866408.148405
