frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1549051.137053,303449.000000,0.000000
4,1285352.275697,258795.000000,0.000000
8,1810486.269796,277928.000000,0.000000
16,1866682.105050,295478.000000,0.000000
32,2409074.095161,300055.000000,0.000000
64,1972613.482327,301000.000000,0.000000
128,1275674.924991,260900.000000,0.000000
256,2267106.498678,301415.000000,0.000000
512,1616530.714317,206114.000000,0.000000
1024,1844263.737866,286794.000000,0.000000
2048,2032102.514616,298534.000000,0.000000
4096,2086485.556993,299139.000000,0.000000
8192,2660392.935500,295502.000000,0.000000
16384,3550442.393482,279585.000000,0.000000
32768,2873896.128170,147444.000000,0.000000
65536,5843958.988166,302266.000000,0.000000
