frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,526685.473005,232038.000000,64.923031
4,526959.442472,285016.000000,3333.821381
8,573239.282720,198425.000000,422.477218
16,878580.278448,281888.000000,130.249760
32,650913.118576,306274.000000,2455.365553
64,927868.079214,297470.000000,876.123850
128,1047169.381008,295181.000000,87065.408751
256,819480.466687,293927.000000,18480.998350
512,670109.367691,290846.000000,90673.345102
1024,1543874.179269,314687.000000,317344.010391
2048,971642.472617,270429.000000,162258.785876
4096,830036.460119,274645.000000,365986.899615
8192,413350.688486,178348.000000,191507.439908
16384,2431233.905543,260624.000000,2028199.785410
32768,2144029.392804,286980.000000,1054493.499112
65536,2330338.801811,238655.000000,2267834.950968
