frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,629275.735034,325168.000000,61.008196
4,324353.751415,127852.000000,24.392622
8,765356.668527,303490.000000,329.337213
16,582962.202610,268194.000000,115.978446
32,612031.035740,316848.000000,102.669372
64,605564.571821,320381.000000,1981.363419
128,212024.230648,112194.000000,55679.735802
256,702123.461291,278297.000000,437.548854
512,115263.620566,77751.000000,5497.135800
1024,844976.679471,262908.000000,14553.823209
2048,503383.952355,277463.000000,22602.628763
4096,197860.680937,88245.000000,82515.214694
8192,528861.635629,240540.000000,302901.020347
16384,773848.687078,219599.000000,110329.576637
32768,994054.688241,276480.000000,247586.640122
65536,396742.676649,173509.000000,256219.572549
