frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1963854.383952,286998.000000,62.593929
4,1601949.429219,298783.000000,538.563831
8,1355122.641990,280949.000000,535.087843
16,734952.532379,156294.000000,785.733415
32,756433.129832,200544.000000,3181.464286
64,1572346.626847,302795.000000,106.587992
128,2211289.702218,304942.000000,79784.219918
256,1656086.865040,296254.000000,30284.520023
512,2141318.264755,236942.000000,457856.296256
1024,2896946.451201,297337.000000,251657.972675
2048,3602965.386549,268903.000000,610293.628017
4096,1973656.536723,295780.000000,486291.100114
8192,5573737.188764,307838.000000,2809187.664307
16384,4366619.903429,304765.000000,2188999.274792
32768,2988422.829219,306555.000000,2266418.391150
65536,3002696.809576,125866.000000,2987389.326770
