frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,360673.291491,197278.000000,0.000000
4,666741.371140,291697.000000,0.000000
8,779166.134149,208541.000000,0.000000
16,819931.667369,275247.000000,0.000000
32,546149.625486,248469.000000,0.000000
64,582757.393370,255070.000000,0.000000
128,1536808.700366,294295.000000,0.000000
256,1180704.637068,249035.000000,0.000000
512,568600.735310,238649.000000,0.000000
1024,1387920.142159,293337.000000,0.000000
2048,759347.156411,184226.000000,0.000000
4096,739785.047587,265479.000000,0.000000
8192,1407294.970607,291635.000000,0.000000
16384,2727311.624590,309757.000000,0.000000
32768,609278.128195,144858.000000,0.000000
65536,2183177.812197,262544.000000,0.000000
