frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,930646.990028,162213.000000,75.953933
4,702944.108723,155581.000000,141.943651
8,1251775.497029,243749.000000,196.690112
16,1780878.169237,274555.000000,100.014999
32,1014650.144181,262963.000000,1886.737396
64,1892278.145622,272654.000000,202644.145938
128,2158169.736413,258883.000000,1130.896105
256,1796293.860880,294916.000000,44631.090128
512,2316569.593837,291595.000000,209401.615094
1024,2524130.983455,264795.000000,787889.793731
2048,2202907.021393,288646.000000,549681.598261
4096,3023148.491760,276920.000000,659100.201692
8192,2307238.901505,279105.000000,795391.348852
16384,3276211.690570,281799.000000,523449.416757
32768,3921841.687703,271731.000000,1941174.485092
65536,2926584.244945,302770.000000,2508388.417460
