frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,133746.506859,53997.000000,40.062451
4,652583.262700,254132.000000,18.384776
8,184039.763285,125091.000000,45.011110
16,134144.381943,72162.000000,42.836900
32,123000.763282,68770.000000,59.203040
64,200300.727575,99449.000000,363.593179
128,361996.657208,148061.000000,2495.070540
256,120715.978752,79285.000000,20568.603015
512,489954.388222,382277.000000,382277.754514
1024,442505.466576,258526.000000,5722.801237
2048,92057.005116,41464.000000,1951.612410
4096,511648.355896,229927.000000,68324.614781
8192,326502.023171,218089.000000,69889.151376
16384,332178.521885,226452.000000,157512.522150
32768,486110.027603,225202.000000,404233.897035
65536,623149.068370,238096.000000,474896.313171
