frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,605649.542141,293343.000000,0.000000
4,773331.476033,289589.000000,0.000000
8,454815.931343,253222.000000,0.000000
16,281712.301561,255172.000000,0.000000
32,106061.783683,54700.000000,0.000000
64,580715.076940,321174.000000,0.000000
128,396863.515956,212047.000000,0.000000
256,316970.348683,150564.000000,0.000000
512,266438.271966,167203.000000,0.000000
1024,310227.653263,163210.000000,0.000000
2048,332953.020276,266523.000000,0.000000
4096,101262.208301,54255.000000,0.000000
8192,158040.882527,89162.000000,0.000000
16384,755106.513697,354313.000000,0.000000
32768,345236.005477,166589.000000,0.000000
65536,573204.201509,236942.000000,0.000000
