frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1541877.439126,276546.000000,0.000000
4,2182601.985947,309302.000000,0.000000
8,2051319.377175,297206.000000,0.000000
16,2485630.248150,313094.000000,0.000000
32,1950159.111922,293703.000000,0.000000
64,1751221.706477,296335.000000,0.000000
128,1826741.269869,300263.000000,0.000000
256,2052781.426649,296781.000000,0.000000
512,2361520.099472,295302.000000,0.000000
1024,2420994.967388,286354.000000,0.000000
2048,4271628.032701,301563.000000,0.000000
4096,3087528.268081,304013.000000,0.000000
8192,1262667.368385,225183.000000,0.000000
16384,638347.352577,122039.000000,0.000000
32768,1747619.868308,213387.000000,0.000000
65536,210505.133101,23442.000000,0.000000
