frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,102407.596906,49490.000000,0.000000
4,305862.300613,162350.000000,0.000000
8,83730.030097,50670.000000,0.000000
16,495806.335799,310468.000000,0.000000
32,70680.744846,28388.000000,0.000000
64,140323.822290,59465.000000,0.000000
128,160172.752652,117717.000000,0.000000
256,75856.297445,42474.000000,0.000000
512,110306.027265,59646.000000,0.000000
1024,284031.536210,143627.000000,0.000000
2048,358479.654689,240008.000000,0.000000
4096,115776.370491,45295.000000,0.000000
8192,115873.592604,85569.000000,0.000000
16384,154042.454804,93924.000000,0.000000
32768,166549.605857,105870.000000,0.000000
65536,1134531.726562,323842.000000,0.000000
