frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,149744.755674,131413.000000,0.000000
4,190962.716510,95789.000000,0.000000
8,473535.097935,302551.000000,0.000000
16,143557.305506,62829.000000,0.000000
32,765034.059035,325939.000000,0.000000
64,158862.355598,93146.000000,0.000000
128,373320.524874,267906.000000,0.000000
256,321843.294488,198716.000000,0.000000
512,368314.195914,295525.000000,0.000000
1024,196060.096233,139637.000000,0.000000
2048,134167.637912,77503.000000,0.000000
4096,159305.319302,61316.000000,0.000000
8192,730991.707135,351245.000000,0.000000
16384,148327.851444,85803.000000,0.000000
32768,114143.998436,64276.000000,0.000000
65536,99631.547915,77354.000000,0.000000
