frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,116555.281644,53832.000000,98.061205
4,404857.213563,185932.000000,156.894869
8,1165605.147531,304374.000000,606.886316
16,561611.345380,259000.000000,116.751874
32,529718.746081,279720.000000,126.122956
64,943697.082250,285885.000000,31560.846171
128,526367.016535,207066.000000,23466.986236
256,711341.072991,265797.000000,3371.520873
512,1477681.961241,307506.000000,54983.647405
1024,893232.886325,251936.000000,155816.158905
2048,1874285.059841,295661.000000,142613.758509
4096,880443.787604,222930.000000,330429.851826
8192,847538.686230,234804.000000,370051.739016
16384,1932447.122007,299933.000000,1268863.657530
32768,2617001.822242,295204.000000,1463662.921956
65536,1044717.339480,147416.000000,981509.519406
