frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,90286.528026,47864.000000,2377.818748
4,404869.771080,354476.000000,21.771541
8,322862.423173,246874.000000,52.287666
16,268539.970345,140227.000000,928.890736
32,522606.536425,280366.000000,1748.814741
64,782487.800670,378155.000000,3501.121963
128,92310.123843,55499.000000,1245.453331
256,480292.368004,277139.000000,3760.920366
512,525554.319284,206589.000000,1097.037374
1024,463079.614154,198488.000000,80902.126264
2048,525381.913061,218841.000000,57545.720988
4096,233916.110674,70907.000000,146306.473158
8192,652684.947652,265427.000000,116750.308295
16384,1075582.970632,184374.000000,874293.747639
32768,478213.897598,176437.000000,395397.954115
65536,782036.155286,175108.000000,763573.152370
