frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,209868.703379,83695.000000,0.000000
4,684947.972302,251507.000000,0.000000
8,434416.033001,193966.000000,0.000000
16,800037.792157,279047.000000,0.000000
32,505677.536361,212136.000000,0.000000
64,299899.003965,184796.000000,0.000000
128,891047.100451,270200.000000,0.000000
256,277162.677401,159017.000000,0.000000
512,823643.308398,274893.000000,0.000000
1024,1013957.697079,303794.000000,0.000000
2048,476953.013824,180735.000000,0.000000
4096,926881.114560,221681.000000,0.000000
8192,1022713.448381,308330.000000,0.000000
16384,1554635.490922,234017.000000,0.000000
32768,1161807.900206,71832.000000,0.000000
65536,562346.025507,128539.000000,0.000000
