frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,456705.548328,145725.000000,2016.196171
4,169081.191494,107505.000000,37.202150
8,182508.067824,111778.000000,269.159804
16,175702.212983,69806.000000,87.126345
32,515755.334037,209010.000000,447.085003
64,671541.074817,278040.000000,3842.112700
128,705954.959799,265715.000000,279.304493
256,575921.315113,196762.000000,6421.818045
512,995530.197969,272763.000000,282351.584391
1024,726067.816034,290454.000000,41977.224742
2048,903417.702918,242860.000000,168509.335546
4096,783731.254980,236560.000000,356997.361431
8192,1678795.286416,283161.000000,689656.045257
16384,2575897.668434,253400.000000,877389.494188
32768,1099564.217456,298074.000000,68408.063501
65536,4352487.206392,267417.000000,3557104.923838
