frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,365626.961365,148937.000000,54.277067
4,530569.710860,211444.000000,44.698993
8,348342.020900,170606.000000,32.771939
16,425155.107144,224477.000000,17.000000
32,282309.955480,175368.000000,828.846186
64,692588.405356,287281.000000,4106.150874
128,293524.948539,159169.000000,7302.933452
256,265012.913217,110560.000000,6047.061352
512,805220.366862,288742.000000,223463.330043
1024,419151.516868,153146.000000,5565.433766
2048,319052.160947,144184.000000,144716.370242
4096,326355.556502,141224.000000,77576.113746
8192,1122693.873086,268199.000000,484234.038000
16384,758766.384005,265728.000000,115369.394377
32768,543938.225422,140486.000000,448124.612831
65536,1373918.665842,253986.000000,1209899.014332
