frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,224553.390217,104556.000000,0.000000
4,488292.376439,230437.000000,0.000000
8,836588.592830,295662.000000,0.000000
16,121846.713304,64213.000000,0.000000
32,305057.787940,181566.000000,0.000000
64,160768.788641,123469.000000,0.000000
128,581884.378546,300118.000000,0.000000
256,640162.031315,309303.000000,0.000000
512,221906.072950,106768.000000,0.000000
1024,439105.786903,183228.000000,0.000000
2048,334962.442747,115332.000000,0.000000
4096,654319.813182,263489.000000,0.000000
8192,248319.474196,68393.000000,0.000000
16384,214093.491225,73658.000000,0.000000
32768,86366.950189,40403.000000,0.000000
65536,164386.126391,116280.000000,0.000000
