frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,219182.140570,114968.000000,342.798775
4,372888.960254,201261.000000,49.467161
8,134025.532250,68535.000000,108.365124
16,98839.222994,26533.000000,298.082203
32,140854.813553,113872.000000,42.953463
64,550203.743597,212245.000000,97.385831
128,96729.732332,33892.000000,461.108447
256,221471.450955,137253.000000,983.151057
512,349856.366346,188979.000000,109104.936492
1024,345694.652682,149256.000000,138961.522289
2048,479573.412562,292140.000000,88442.801262
4096,1176970.715545,306182.000000,44190.346729
8192,1474389.739261,277841.000000,698167.133217
16384,574209.968454,212251.000000,142674.803000
32768,268228.241073,148625.000000,24194.818350
65536,5729638.332268,295282.000000,5495550.068860
