frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,734622.617165,324124.000000,0.000000
4,86207.756409,45497.000000,0.000000
8,457753.198308,309363.000000,0.000000
16,114917.820520,81750.000000,0.000000
32,404434.205856,265461.000000,0.000000
64,309638.833915,160944.000000,0.000000
128,496502.714285,252052.000000,0.000000
256,207912.380940,105459.000000,0.000000
512,1064427.294152,304483.000000,0.000000
1024,446938.555082,152347.000000,0.000000
2048,642378.811816,373214.000000,0.000000
4096,633171.855583,281718.000000,0.000000
8192,864050.662953,314763.000000,0.000000
16384,655379.747383,261834.000000,0.000000
32768,1339582.767396,330016.000000,0.000000
65536,1479909.818372,295608.000000,0.000000
