frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,255230.644475,202466.000000,0.000000
4,235365.682562,121973.000000,0.000000
8,514887.892114,251906.000000,0.000000
16,651194.519364,248394.000000,0.000000
32,726311.516233,314762.000000,0.000000
64,193715.127287,89455.000000,0.000000
128,265165.864677,210464.000000,0.000000
256,286629.528732,92738.000000,0.000000
512,699959.047479,284848.000000,0.000000
1024,231288.801216,207815.000000,0.000000
2048,808650.566819,383368.000000,0.000000
4096,377745.037891,274273.000000,0.000000
8192,462217.531032,66681.000000,0.000000
16384,321807.354691,200519.000000,0.000000
32768,2536655.191104,269300.000000,0.000000
65536,472226.737277,102064.000000,0.000000
