frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,420531.055672,246194.000000,788.541058
4,359499.361588,288410.000000,31.064449
8,277226.239712,131630.000000,96.020831
16,696686.685150,305811.000000,97.652445
32,72119.764129,23307.000000,491.752987
64,283025.433438,127619.000000,16926.890943
128,387448.084053,179932.000000,4563.627833
256,169857.028839,98449.000000,5601.784002
512,732945.886148,290548.000000,1693.315387
1024,447620.032315,197368.000000,19645.397349
2048,614432.578838,296932.000000,23636.069788
4096,1110253.889802,287003.000000,449200.604200
8192,518492.469352,104420.000000,43396.445200
16384,352053.131807,139174.000000,19961.390132
32768,355189.912388,194834.000000,166756.148900
65536,1499222.041879,301464.000000,1251933.008654
