frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,377126.685831,178939.000000,194.956405
4,182290.275783,111640.000000,26.758176
8,800537.892266,269820.000000,432.782855
16,392092.849293,258315.000000,33.060551
32,478775.740464,276156.000000,171.962205
64,351352.838470,126614.000000,7215.187731
128,289384.377681,221077.000000,4067.745321
256,157179.087658,101064.000000,8544.601044
512,140532.816534,56337.000000,12481.439620
1024,593286.562471,204800.000000,2216.330751
2048,228931.083023,66162.000000,17656.566059
4096,737495.103835,295610.000000,361864.712404
8192,1034443.635086,289584.000000,551929.676318
16384,598671.596322,178918.000000,323647.756884
32768,1101425.307688,262342.000000,908805.017044
65536,1308122.751382,328539.000000,941603.878320
