frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,599069.733497,288722.000000,20.000000
4,287061.036160,124523.000000,80.193516
8,427623.793959,168812.000000,74912.437699
16,489914.498822,183385.000000,57.723479
32,529579.686040,200011.000000,7838.840731
64,956575.802611,284538.000000,2551.039788
128,667940.680091,257087.000000,769.619386
256,881293.421693,290805.000000,31335.610845
512,896344.064773,310535.000000,14305.778238
1024,753522.167142,282679.000000,96430.581503
2048,816711.316973,231643.000000,126685.790332
4096,1300731.159664,283258.000000,807936.020400
8192,482211.156461,127556.000000,278460.261323
16384,1525066.968532,128613.000000,1347623.339314
32768,1316743.846537,251963.000000,767431.196196
65536,946316.959576,288355.000000,929686.090693
