frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,474417.259650,244950.000000,32.572995
4,432301.365620,274059.000000,545.437439
8,290067.533656,168915.000000,39.293765
16,230313.016260,96949.000000,10812.055494
32,376835.802070,151325.000000,621.642180
64,790927.814789,290350.000000,1269.295868
128,643045.183514,265874.000000,366.391867
256,943744.701463,309967.000000,32277.453741
512,651324.980431,294867.000000,33874.141731
1024,947405.957488,292097.000000,86395.599992
2048,784572.376099,268763.000000,40700.120061
4096,1705686.788648,318629.000000,421821.973470
8192,1121091.523554,261906.000000,443768.430176
16384,1141538.720809,187908.000000,850625.900101
32768,3730911.869143,167444.000000,1441659.928694
65536,2752294.567111,249632.000000,2689240.801265
