frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,314831.798656,254030.000000,0.000000
4,208650.101457,116381.000000,0.000000
8,161410.868887,79972.000000,0.000000
16,215082.748309,110176.000000,0.000000
32,177695.361223,105471.000000,0.000000
64,222789.965117,137726.000000,0.000000
128,283278.866471,123447.000000,0.000000
256,109472.986650,52630.000000,0.000000
512,539710.881585,254688.000000,0.000000
1024,919391.778135,312081.000000,0.000000
2048,676335.803523,320498.000000,0.000000
4096,373666.573496,115485.000000,0.000000
8192,694687.529620,238353.000000,0.000000
16384,700362.434499,294636.000000,0.000000
32768,1070482.090101,283911.000000,0.000000
65536,284924.200801,118425.000000,0.000000
