frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,226600.829045,101616.000000,0.000000
4,663165.749435,274046.000000,0.000000
8,840510.392877,278506.000000,0.000000
16,421399.213841,115449.000000,0.000000
32,354300.362819,189319.000000,0.000000
64,342730.066164,243204.000000,0.000000
128,593711.519570,286962.000000,0.000000
256,832945.687023,294219.000000,0.000000
512,583939.572349,275678.000000,0.000000
1024,958060.948718,232614.000000,0.000000
2048,1527461.372806,220750.000000,0.000000
4096,490912.178897,92622.000000,0.000000
8192,1117430.711790,192713.000000,0.000000
16384,1137572.327787,287302.000000,0.000000
32768,2256992.385656,300067.000000,0.000000
65536,3493934.915960,300768.000000,0.000000
