frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,154170.038247,67150.000000,0.000000
4,207538.168465,147178.000000,0.000000
8,147754.209673,87675.000000,0.000000
16,676930.380804,257898.000000,0.000000
32,438504.260297,218872.000000,0.000000
64,189141.800814,98818.000000,0.000000
128,1001685.819120,275591.000000,0.000000
256,533287.192695,225673.000000,0.000000
512,759001.816014,271319.000000,0.000000
1024,371653.139422,157835.000000,0.000000
2048,700163.172814,281996.000000,0.000000
4096,1023996.834732,225578.000000,0.000000
8192,1509554.749541,232281.000000,0.000000
16384,1092940.009548,273100.000000,0.000000
32768,1346866.955109,244337.000000,0.000000
65536,1555951.130277,261109.000000,0.000000
