frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,374030.677960,185330.000000,0.000000
4,271875.684345,146187.000000,0.000000
8,146359.622680,67532.000000,0.000000
16,600575.317468,192466.000000,0.000000
32,269845.861443,95431.000000,0.000000
64,340605.092895,123185.000000,0.000000
128,748644.176592,245948.000000,0.000000
256,702888.854611,312266.000000,0.000000
512,590515.270029,291787.000000,0.000000
1024,604046.660197,249711.000000,0.000000
2048,1852913.710555,306496.000000,0.000000
4096,2284886.948077,300103.000000,0.000000
8192,503988.585782,135559.000000,0.000000
16384,328620.916983,119065.000000,0.000000
32768,1679968.694590,264511.000000,0.000000
65536,1768702.597599,315422.000000,0.000000
