frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,311491.318762,171638.000000,20.976177
4,190469.156393,170015.000000,25.553865
8,397025.711472,259252.000000,192.911897
16,335288.370556,241986.000000,233.535864
32,845221.156028,290063.000000,1196.664531
64,637006.143839,191103.000000,20699.961111
128,147311.453842,106778.000000,241.921475
256,317074.689245,195703.000000,15743.961255
512,830216.033488,312915.000000,252369.818110
1024,808413.111194,289219.000000,9921.219230
2048,555431.063585,211751.000000,152933.602766
4096,348846.517669,141367.000000,43394.073144
8192,711509.117041,314895.000000,60487.674802
16384,905392.688774,211991.000000,580264.695626
32768,436841.695156,215398.000000,22297.798882
65536,234426.385853,163341.000000,0.000000
