frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,119033.916931,70552.000000,17.088007
4,891703.019811,285911.000000,136.455121
8,647199.543506,221089.000000,53.972215
16,721571.512714,255731.000000,91.120799
32,191508.778151,83223.000000,279.667660
64,501996.980238,322338.000000,4120.227300
128,923372.229523,303997.000000,994.584838
256,511045.204540,266547.000000,11004.180387
512,859694.238309,281110.000000,118925.813720
1024,1051985.887552,309474.000000,29252.932793
2048,450174.286641,83404.000000,55404.277894
4096,796660.228163,191248.000000,295963.398891
8192,1968510.219373,292822.000000,331623.988862
16384,864828.892430,135847.000000,680037.617462
32768,974686.059206,222121.000000,0.000000
65536,5005497.839233,264758.000000,4112734.425909
