frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,259960.877970,159683.000000,48.425200
4,271047.432648,152155.000000,236.334509
8,804459.217062,306166.000000,144.079839
16,177232.069370,102991.000000,102.752129
32,386646.637504,253610.000000,3257.732647
64,375028.319173,256863.000000,291.528729
128,306376.485955,118591.000000,604.817328
256,74029.585768,35199.000000,774.398476
512,343824.393293,223597.000000,61625.987530
1024,243798.164089,187113.000000,8913.414553
2048,252620.358089,67244.000000,44203.910574
4096,328476.015867,129485.000000,58808.653130
8192,539082.063566,204507.000000,38832.735057
16384,233999.913278,106283.000000,174713.814359
32768,226155.888747,87635.000000,0.000000
65536,143900.546107,106564.000000,0.000000
