frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,701128.607089,309435.000000,26.115130
4,361768.371832,261897.000000,66.670833
8,623202.994851,290659.000000,74.404301
16,237901.658330,143652.000000,50.754310
32,736531.755569,287767.000000,146.000000
64,658950.271140,281449.000000,2685.192172
128,260677.561583,91544.000000,19594.301774
256,785346.508961,262730.000000,1589.616306
512,811964.498593,305541.000000,12174.835687
1024,883904.048615,299504.000000,5413.855465
2048,629805.206942,232748.000000,81530.054526
4096,1240987.910956,201541.000000,545393.331898
8192,2558197.771811,206997.000000,1812910.737541
16384,704191.260005,219233.000000,280191.384768
32768,644762.598738,210966.000000,337262.212553
65536,283356.596304,70575.000000,261531.531757
