frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,89414.398812,27720.000000,39.127995
4,683510.216428,257945.000000,240.958503
8,386566.285444,197496.000000,255.237145
16,971867.312719,299529.000000,373.155464
32,395128.088011,235614.000000,42568.162551
64,1131990.256016,308821.000000,7107.423232
128,983947.406537,301059.000000,742.995962
256,953419.043474,302403.000000,18646.551263
512,928108.843816,262859.000000,15026.674183
1024,636747.537438,225565.000000,47690.623219
2048,777277.900937,293009.000000,17139.984714
4096,656693.867848,109961.000000,35118.921979
8192,1308440.705437,193282.000000,673879.946682
16384,855570.332374,289246.000000,453840.827773
32768,2436057.556051,225519.000000,2124563.068431
65536,8012908.240806,288452.000000,6734560.877916
