arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,1738296.7699949855
24.0,4.639,32768,14070640.351739895
24.0,5.649,4096,11488579.2131872
24.0,7.918,512,10288000.22446831
24.0,16.772,64,10445931.867466588
