arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,5355514.317341986
24.0,4.639,32768,12328244.360117503
24.0,5.649,4096,9497640.02763497
24.0,7.918,512,11549894.0388617
24.0,16.772,64,10891285.625480723
