arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,2694039.242917779
24.0,4.639,32768,2775460.02473608
24.0,5.649,4096,4092217.537259719
24.0,7.918,512,3925410.9994787807
24.0,16.772,64,3751563.0335322903
