arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,11326730.182847828
20.0,4.639,32768,25533940.250126652
20.0,5.649,4096,18690438.066738617
20.0,7.918,512,15346993.191153014
20.0,16.772,64,16718153.323274614
