arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40.0,4.073,262144,2193580.718928301
40.0,4.639,32768,641985.5468162815
40.0,5.649,4096,259500.43933296142
40.0,7.918,512,40854.48442949684
40.0,16.772,64,15129.199813605477
