arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,3839761.9100121297
26.0,4.639,32768,10132025.75549643
26.0,5.649,4096,6886301.9511832325
26.0,7.918,512,7357912.046924521
26.0,16.772,64,7887130.216120056
