arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,4827906.130505542
28.0,4.639,32768,2530715.0373916063
28.0,5.649,4096,648168.1982062989
28.0,7.918,512,1172870.3666126109
28.0,16.772,64,1406539.2865188657
