arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
34.0,4.073,262144,1884074.2736970324
34.0,4.639,32768,1141390.5023452754
34.0,5.649,4096,367436.61504537077
34.0,7.918,512,79088.11989167526
34.0,16.772,64,31855.34904847222
