arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,20290605.1566248
22.0,4.639,32768,10175243.1482398
22.0,5.649,4096,14253489.200984228
22.0,7.918,512,14004206.008678107
22.0,16.772,64,13617731.705969023
