arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,243732.03516772267
32.0,4.639,32768,1155615.1444031876
32.0,5.649,4096,358168.478511161
32.0,7.918,512,272859.10210583045
32.0,16.772,64,50074.99475786293
