arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,1774729.644662251
28.0,4.639,32768,6007821.576191407
28.0,5.649,4096,3309878.663882862
28.0,7.918,512,1243870.424167646
28.0,16.772,64,1576049.956106722
