arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
34.0,4.073,262144,486748.79342017893
34.0,4.639,32768,872378.8230361853
34.0,5.649,4096,798311.7107984825
34.0,7.918,512,95435.67444095525
34.0,16.772,64,36313.20506372303
