arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,10121268.421307974
20.0,4.639,32768,15609369.986525593
20.0,5.649,4096,16150716.544458082
20.0,7.918,512,16679265.634166751
20.0,16.772,64,16708489.901301883
