arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
30.0,4.073,262144,8034503.231151569
30.0,4.639,32768,6354863.105438464
30.0,5.649,4096,1696450.291123203
30.0,7.918,512,527797.8288312675
30.0,16.772,64,1112489.279011263
