arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,3272065.769953746
22.0,4.639,32768,4879002.499283024
22.0,5.649,4096,4989566.616337034
22.0,7.918,512,5616089.042913761
22.0,16.772,64,4746173.658719832
