arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40.0,4.073,262144,428591.11895255133
40.0,4.639,32768,535112.4639092234
40.0,5.649,4096,215818.91607780816
40.0,7.918,512,45997.92872510674
40.0,16.772,64,15643.169340002683
