arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,306350.70620777097
32.0,4.639,32768,340961.6315569833
32.0,5.649,4096,380567.0028536368
32.0,7.918,512,74372.51347103983
32.0,16.772,64,50967.91731079464
